193.2249	193.2249	|
193.6893	193.6893	|
193.8866	193.8866	K
194.1478	194.1478	|
194.5948	194.5948	K
194.6122	194.6122	|
195.0708	195.0708	|
195.5352	195.5352	|
195.7268	195.7268	K
195.9938	195.9938	|
196.4176	196.4176	K
196.4524	196.4524	|
196.9168	196.9168	|
197.3812	197.3812	|
197.6018	197.6018	K
197.8398	197.8398	|
198.2752	198.2752	K
